District,Municipality,Parish,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Number of Classic Buildings,Classic buildings with 1 or 2 accommodations,Classic buildings with 3 or more accommodations,Exclusively residential buildings,Buildings with 1 or 2 floors,Buildings with 3 or more floors,Buildings constructed before 1945,Buildings constructed between 1946 and 1980,Buildings constructed between 1981 and 2000,Buildings constructed between 2001 and 2010,Buildings constructed between 2011 and 2021,Buildings needing repairs,Total number of accommodations,Number of family accommodations,Classic family accommodations for habitual residence,Classic family accommodations vacant or for secondary residence,Habitual family accommodations accessible to wheelchairs,Habitual family accommodations with parking,Habitual family accommodations owned by occupants,Habitual family accommodations that are rented,Private household groups,Private household groups with 1 or 2 people,Private household groups with 3 or more people,Number of family units,Family units with children,Total number of individuals,Male individuals,Female individuals,Individuals aged between 0 and 14 years,Individuals aged between 15 and 24 years,Individuals aged between 25 and 64 years,Individuals aged 65 years or more,geom_Length,geom_Area
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,51,251,6040600251,14,14,0,14,13,1,2,5,3,4,0,2,14,14,12,2,4,8,11,1,12,8,4,8,3,26,12,14,2,2,11,11,3759.906307,398519.1247
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,11,411,6041100411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.1382199,22091.25694
Coimbra,Condeixa-a-Nova,Furadouro,604,60406,60406002,2,20,220,6040600220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5173.053961,1193378.198
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,21,221,6040600221,12,12,0,12,11,1,0,6,6,0,0,3,13,13,11,2,6,9,11,0,11,5,6,11,5,31,16,15,4,4,14,9,855.2568673,33216.16798
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,1,401,6041100401,9,9,0,9,9,0,2,4,2,1,0,5,9,9,5,4,2,4,5,0,5,1,4,6,2,17,7,10,3,1,9,4,2389.091835,200357.7471
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,54,254,6040600254,4,4,0,4,4,0,0,0,3,1,0,0,4,4,2,2,2,2,1,0,2,0,2,2,1,6,3,3,1,2,3,0,6246.970903,1129605.248
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60413,60413001,1,8,108,6041300108,32,32,0,32,32,0,10,18,2,2,0,29,32,32,12,20,6,10,10,1,12,8,4,10,3,33,15,18,6,3,10,14,1483.064891,88735.39289
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,9,409,6041100409,48,46,2,48,35,13,1,3,32,10,2,10,63,63,56,7,17,55,52,3,56,20,36,50,34,156,68,88,18,27,90,21,2571.606424,210432.7532
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,2,102,6041100102,9,9,0,9,5,4,0,0,8,1,0,3,9,9,8,1,2,8,8,0,8,2,6,7,5,26,13,13,4,5,11,6,656.2271374,7923.99417
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,10,410,6041100410,7,0,7,7,0,7,0,0,3,3,1,6,136,136,126,10,21,125,111,14,126,45,81,110,84,352,183,169,85,37,223,7,841.5465733,19731.02841
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,16,616,6041100616,4,4,0,4,3,1,0,4,0,0,0,1,4,4,3,1,1,2,3,0,3,2,1,3,1,9,4,5,1,1,3,4,2104.093273,71222.55536
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,17,617,6041100617,31,31,0,31,28,3,4,4,12,8,3,5,31,31,23,8,10,19,20,1,23,9,14,23,12,71,38,33,7,10,45,9,2530.973536,286505.8401
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,18,618,6041100618,6,6,0,6,6,0,0,1,4,0,1,0,6,6,6,0,3,4,5,0,6,1,5,7,3,22,8,14,4,2,13,3,1872.133776,123971.6416
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,44,244,6040600244,17,17,0,17,16,1,2,7,6,2,0,3,18,18,13,5,4,11,11,1,13,7,6,11,4,37,19,18,5,2,21,9,2312.128154,150597.409
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,19,619,6041100619,3,3,0,3,3,0,1,1,0,1,0,1,3,3,3,0,2,3,3,0,3,3,0,2,0,5,2,3,0,0,0,5,986.2326695,51501.31546
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,20,620,6041100620,18,18,0,18,15,3,1,5,8,4,0,1,18,18,16,2,6,15,15,0,16,6,10,15,8,47,26,21,5,6,27,9,3237.234268,444881.2703
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,21,621,6041100621,16,16,0,16,14,2,0,5,7,4,0,1,16,16,13,3,6,11,12,0,13,8,5,10,3,31,14,17,2,1,18,10,1398.247942,110373.3257
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,22,622,6041100622,15,15,0,15,15,0,2,9,3,1,0,2,15,15,9,6,5,6,9,0,9,7,2,9,2,23,11,12,2,2,7,12,870.5220387,31447.80754
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60412,60412001,1,1,101,6041200101,12,10,2,12,9,3,0,5,6,0,1,6,23,23,19,4,6,17,16,2,19,11,8,11,5,44,20,24,8,2,28,6,1680.660974,132066.6302
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,25,125,6041300125,19,18,0,19,18,1,4,6,5,2,2,15,19,18,13,5,6,12,11,0,13,8,5,10,4,64,30,34,4,2,14,44,3408.890849,423809.1939
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,45,245,6040600245,11,11,0,11,10,1,1,6,2,2,0,5,11,11,4,7,2,4,2,2,4,3,1,1,1,7,2,5,1,1,3,2,2213.566445,224578.1466
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,23,623,6041100623,20,20,0,20,19,1,3,11,5,1,0,3,20,20,13,7,5,12,12,1,13,7,6,10,5,30,13,17,2,4,14,10,843.1897073,37658.46544
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,24,624,6041100624,25,25,0,25,18,7,0,5,8,11,1,2,25,25,22,3,15,22,21,1,22,6,16,19,15,69,32,37,14,9,40,6,1018.22541,59526.48488
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,35,635,6041100635,28,28,0,28,28,0,2,12,12,2,0,5,29,29,28,1,19,18,24,3,28,19,9,16,4,57,24,33,1,3,36,17,4077.07713,774421.0073
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,21,121,6041100121,18,16,2,18,13,5,10,6,2,0,0,13,26,26,15,11,1,7,3,11,15,11,4,11,4,34,13,21,4,2,15,13,670.4078338,13761.32488
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,25,125,6041200125,33,33,0,33,18,15,3,4,6,20,0,3,33,33,31,2,12,26,29,1,31,13,18,28,17,89,39,50,13,14,49,13,2711.469857,321625.4824
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,26,126,6041200126,16,16,0,16,16,0,2,8,4,1,1,9,17,17,11,6,6,10,10,0,11,7,4,9,3,26,12,14,2,4,14,6,2113.083519,241831.95
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,10,210,6041100210,4,4,0,4,4,0,0,2,2,0,0,1,4,4,4,0,2,4,2,2,4,3,1,2,1,7,3,4,0,1,3,3,394.5857819,6894.057698
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,11,211,6041100211,18,17,1,18,16,2,5,2,11,0,0,12,20,20,13,7,2,8,6,6,13,11,2,8,3,25,8,17,1,3,12,9,789.729284,16422.79554
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,12,212,6041100212,10,10,0,10,10,0,0,2,6,1,1,1,10,10,10,0,2,10,10,0,10,5,5,7,5,25,10,15,4,4,14,3,466.4531713,14484.15686
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,10,510,6041100510,15,13,2,15,4,11,1,14,0,0,0,12,23,23,12,11,1,0,1,11,12,9,3,6,2,23,9,14,2,6,11,4,197.0754161,1666.52077
Coimbra,Condeixa-a-Nova,Ega,604,60412,60412001,1,11,111,6041200111,1,1,0,1,1,0,0,1,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378.57234,108306.7664
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,11,511,6041100511,22,21,1,22,18,4,16,2,2,2,0,16,27,27,10,17,2,2,3,7,10,5,5,9,7,27,7,20,6,5,14,2,294.4352497,3881.136576
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,12,512,6041100512,31,31,0,31,23,8,1,18,11,1,0,18,33,33,24,9,4,7,16,8,24,12,12,19,10,64,32,32,11,8,29,16,549.073327,19249.32954
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,12,112,6041200112,8,0,8,8,0,8,0,0,0,8,0,0,44,44,40,4,2,40,36,4,40,12,28,35,29,124,65,59,34,14,75,1,408.4157861,11989.70642
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,13,113,6041200113,6,3,3,6,3,3,0,0,0,6,0,0,21,21,19,2,2,19,16,2,19,7,12,18,12,58,28,30,16,7,35,0,470.3567878,11698.28419
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,14,114,6041200114,8,0,8,8,0,8,0,0,0,8,0,0,48,48,48,0,1,48,43,5,48,19,29,41,33,133,69,64,37,9,84,3,432.4198254,10725.95219
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,16,116,6041200116,19,18,1,19,17,2,3,7,4,2,3,10,21,21,18,3,11,15,16,2,18,9,9,16,6,47,24,23,8,3,25,11,986.3605202,50150.57749
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,32,632,6041100632,20,20,0,20,20,0,7,5,5,3,0,4,20,20,12,8,3,6,11,1,12,9,3,8,4,25,11,14,2,5,13,5,1684.906062,154212.5758
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,4,104,6041100104,2,2,0,2,1,1,0,1,1,0,0,2,2,2,2,0,1,2,0,0,2,2,0,1,0,3,1,2,0,0,0,3,723.616126,25208.83502
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,5,105,6041100105,15,15,0,15,10,5,0,0,14,1,0,3,19,19,15,4,4,12,9,6,15,7,8,14,7,43,21,22,12,1,23,7,1479.038705,55520.26023
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,1,501,6041100501,6,3,3,6,4,2,0,1,5,0,0,3,22,22,21,1,1,21,18,3,21,7,14,17,13,61,28,33,15,7,33,6,622.3147473,18536.34813
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,12,412,6041100412,13,1,12,13,1,12,0,1,1,11,0,1,78,78,70,8,16,70,55,10,70,29,41,57,42,187,92,95,33,25,107,22,639.0525265,20808.12332
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,13,413,6041100413,5,2,3,5,2,3,0,2,0,3,0,2,26,26,24,2,18,24,19,4,24,5,19,21,17,74,37,37,16,9,40,9,749.2727125,20479.0669
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,6,106,6041100106,19,19,0,19,19,0,0,0,19,0,0,10,19,19,17,2,6,10,16,1,17,13,4,12,3,35,16,19,2,4,12,17,275.2709045,4886.580646
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,52,252,6040600252,7,7,0,7,7,0,0,4,3,0,0,4,7,7,3,4,3,2,2,1,3,2,1,2,1,7,4,3,1,2,4,0,884.9807124,42665.43502
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411001,1,7,107,6041100107,17,17,0,17,17,0,0,0,17,0,0,1,17,17,17,0,6,11,16,0,17,10,7,15,6,41,21,20,5,4,19,13,270.0086912,4434.509067
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,29,129,6041200129,19,19,0,19,18,1,0,10,8,1,0,6,21,21,12,9,5,9,10,1,12,9,3,6,2,22,13,9,1,2,11,8,3426.946536,399358.1711
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,19,219,6041100219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353.268344,47156.18209
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411002,2,20,220,6041100220,15,14,1,15,15,0,0,7,4,4,0,9,19,19,15,4,7,11,7,7,15,12,3,8,2,27,10,17,4,0,18,5,2217.652937,77068.61507
Coimbra,Condeixa-a-Nova,Zambujal,604,60411,60411006,6,5,605,6041100605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7212.423215,1733636.652
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,34,234,6040600234,18,18,0,18,18,0,1,10,5,2,0,13,18,18,11,7,5,9,7,1,11,6,5,10,4,29,13,16,6,1,16,6,608.3941538,16399.39982
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60413,60413001,1,12,112,6041300112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878.215453,522438.4587
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,13,113,6041300113,13,13,0,13,13,0,4,9,0,0,0,11,13,13,7,6,2,7,7,0,7,7,0,2,0,9,6,3,0,0,1,8,2913.50738,246843.4202
Coimbra,Condeixa-a-Nova,Furadouro,604,60411,60411006,6,6,606,6041100606,18,18,0,18,18,0,0,2,11,5,0,1,18,18,12,6,2,8,10,0,12,6,6,9,5,31,18,13,5,4,16,6,4732.729013,922994.0373
Coimbra,Penela,Podentes,604,60413,60413001,1,14,114,6041300114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11086.39956,4198401.812
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,15,115,6041300115,17,17,0,17,17,0,2,10,4,1,0,16,17,17,13,4,2,10,12,0,13,7,6,9,5,32,14,18,2,6,19,5,3502.49655,191913.333
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,10,210,6040600210,2,2,0,2,2,0,0,1,1,0,0,2,2,2,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1619.713609,115710.1179
Coimbra,Penela,Podentes,604,60413,60413001,1,1,101,6041300101,25,25,0,25,24,1,6,12,5,2,0,23,26,26,16,10,6,12,15,0,16,14,2,11,3,32,15,17,1,3,16,12,2816.993322,295846.1803
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,2,102,6041300102,15,15,0,15,15,0,7,5,2,1,0,15,15,15,6,9,1,4,5,0,6,3,3,4,1,13,7,6,1,2,4,6,1008.846356,58682.33956
Coimbra,Penela,Podentes,604,60413,60413001,1,3,103,6041300103,11,11,0,11,10,1,2,4,3,2,0,8,11,11,9,2,3,7,9,0,9,5,4,7,3,22,9,13,4,1,9,8,2037.703222,245212.0588
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,14,214,6040600214,2,2,0,2,2,0,0,2,0,0,0,2,2,2,2,0,1,2,2,0,2,2,0,1,0,3,1,2,0,0,0,3,1231.924216,86987.8953
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,15,215,6040600215,19,19,0,19,18,1,0,10,5,3,1,6,19,19,11,8,7,10,11,0,11,5,6,9,5,28,11,17,3,2,18,5,2731.507231,267961.3346
Coimbra,Penela,Podentes,604,60413,60413001,1,4,104,6041300104,24,23,1,24,24,0,9,5,10,0,0,24,26,26,13,13,3,7,12,0,13,11,2,8,1,25,10,15,0,3,11,11,4494.479923,433310.6427
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,39,239,6040600239,2,2,0,2,2,0,1,1,0,0,0,1,3,3,2,1,1,2,1,1,2,1,1,2,1,5,2,3,1,1,1,2,562.2755668,12359.50843
Coimbra,Condeixa-a-Nova,Furadouro,604,60406,60406002,2,16,216,6040600216,2,2,0,2,2,0,0,1,1,0,0,1,2,2,2,0,0,2,1,0,2,2,0,1,0,3,2,1,0,0,0,3,6300.804919,1173048.96
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,17,217,6040600217,14,14,0,14,14,0,0,7,5,2,0,5,14,14,9,5,5,9,9,0,9,6,3,8,2,22,11,11,1,2,9,10,2525.373252,246158.5674
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,18,218,6040600218,22,22,0,22,20,2,0,12,7,3,0,12,22,22,19,3,10,14,18,0,19,12,7,13,5,43,17,26,3,5,18,17,3424.708591,347389.5472
Coimbra,Condeixa-a-Nova,Zambujal,604,60411,60411006,6,2,602,6041100602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114.659691,1023973.838
Coimbra,Penela,Podentes,604,60413,60413001,1,5,105,6041300105,3,3,0,3,3,0,0,0,0,3,0,1,3,3,3,0,1,3,3,0,3,1,2,3,2,9,5,4,2,1,6,0,6371.820173,1242830.424
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,6,106,6041300106,10,10,0,10,9,1,5,3,1,0,1,9,10,10,3,7,1,3,3,0,3,1,2,3,2,9,5,4,0,2,7,0,1500.186333,116024.8433
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,7,107,6041300107,20,20,0,20,19,1,4,11,1,3,1,18,20,20,10,10,5,6,8,1,10,6,4,7,6,23,11,12,6,2,13,2,1297.629125,53787.03247
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,47,247,6040600247,8,8,0,8,8,0,0,2,4,2,0,1,8,8,7,1,4,5,6,0,7,2,5,7,4,21,10,11,3,2,14,2,1310.341412,93393.9433
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,2,402,6041100402,9,9,0,9,0,9,0,0,9,0,0,0,9,9,6,3,3,6,5,0,6,1,5,6,4,23,12,11,3,7,10,3,349.8209295,7142.696402
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,26,626,6041100626,17,17,0,17,16,1,1,7,4,5,0,3,18,18,16,2,9,11,14,1,16,10,6,14,6,42,26,16,5,4,21,12,1232.900753,77890.92494
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,27,627,6041100627,19,19,0,19,16,3,2,8,4,5,0,2,20,20,18,2,8,16,15,1,18,12,6,15,6,41,22,19,3,4,27,7,4399.383954,980793.2207
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411004,4,3,403,6041100403,6,6,0,6,2,4,0,0,6,0,0,1,6,6,6,0,1,6,6,0,6,3,3,6,4,18,10,8,4,3,9,2,327.2130427,5534.866813
Coimbra,Condeixa-a-Nova,Vila Seca e Bem da Fé,604,60413,60413001,1,17,117,6041300117,9,9,0,9,9,0,1,6,0,2,0,6,9,9,7,2,1,6,7,0,7,5,2,4,2,13,5,8,1,1,4,7,799.7613805,28149.19656
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,7,707,6041100707,97,84,13,97,77,20,8,34,23,30,2,20,206,206,185,21,113,172,137,43,185,82,103,156,100,500,237,263,112,39,294,55,3547.811111,564838.834
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,13,713,6041100713,19,19,0,19,18,1,0,5,10,3,1,6,19,19,14,5,8,12,12,2,14,9,5,11,4,33,17,16,4,3,18,8,2760.295873,414123.3001
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,14,714,6041100714,13,13,0,13,12,1,1,3,6,2,1,4,13,13,9,4,7,7,8,0,9,2,7,7,3,26,14,12,2,3,17,4,3037.732676,320121.5271
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,55,255,6040600255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8037.237667,2352909.94
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,7,607,6041100607,4,4,0,4,4,0,1,0,1,2,0,0,4,4,3,1,2,2,3,0,3,1,2,2,2,9,6,3,2,2,4,1,3087.979413,276298.8189
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,8,608,6041100608,10,10,0,10,9,1,0,4,4,2,0,0,10,10,10,0,5,10,9,0,10,4,6,9,3,26,12,14,2,3,10,11,1564.506491,86933.47946
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,40,240,6040600240,23,23,0,23,23,0,3,5,10,4,1,14,26,26,21,5,10,18,17,3,21,12,9,19,9,57,28,29,12,3,37,5,1285.798386,77406.79577
Coimbra,Condeixa-a-Nova,Furadouro,604,60407,60407001,1,21,121,6040700121,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,2,1,1,0,0,0,2,3531.749548,528364.2215
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411006,6,25,625,6041100625,13,13,0,13,13,0,6,5,1,1,0,1,13,13,7,6,3,5,6,0,7,4,3,6,0,17,9,8,1,0,9,7,4926.135962,811328.3618
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,1,701,6041100701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4966.220609,1161200.279
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,2,702,6041100702,9,9,0,9,9,0,0,3,6,0,0,0,9,9,8,1,6,8,6,2,8,6,2,7,2,18,7,11,0,2,11,5,617.9278036,20770.96991
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,3,703,6041100703,20,20,0,20,18,2,5,9,5,1,0,8,20,20,13,7,6,9,11,0,13,9,4,11,2,32,18,14,3,2,13,14,1192.204761,78144.76054
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411007,7,4,704,6041100704,13,13,0,13,11,2,5,4,3,1,0,6,13,13,6,7,2,2,5,0,6,4,2,5,2,15,8,7,3,0,7,5,1713.181894,143370.8052
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,2,102,6041200102,8,8,0,8,8,0,1,4,3,0,0,4,8,8,5,3,0,5,5,0,5,4,1,5,1,12,6,6,0,2,5,5,645.9567967,19864.49384
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,3,103,6041200103,8,8,0,8,8,0,0,0,0,8,0,0,8,8,8,0,5,8,8,0,8,1,7,7,7,29,14,15,6,8,14,1,391.6066266,8987.132547
Coimbra,Condeixa-a-Nova,Ega,604,60412,60412001,1,4,104,6041200104,6,6,0,6,5,1,0,2,4,0,0,5,6,6,5,1,3,5,3,2,5,3,2,6,2,14,7,7,1,1,9,3,1581.68271,116704.5606
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,5,105,6041200105,3,3,0,3,3,0,0,0,0,1,2,0,3,3,3,0,3,3,3,0,3,1,2,3,2,10,4,6,2,1,7,0,285.4458476,5117.747074
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,6,106,6041200106,8,8,0,8,6,2,0,0,0,8,0,0,8,8,8,0,8,8,7,0,8,2,6,8,6,28,14,14,4,6,14,4,390.5735148,8957.923834
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,7,107,6041200107,4,4,0,4,4,0,0,0,0,4,0,0,4,4,4,0,4,4,4,0,4,2,2,4,2,11,7,4,2,1,5,3,284.2360259,5099.899396
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,8,108,6041200108,32,32,0,32,9,23,1,1,3,25,2,2,32,32,29,3,18,28,28,1,29,10,19,28,16,88,43,45,21,8,48,11,830.2566339,30808.57908
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,5,505,6041100505,10,3,7,10,5,5,0,0,10,0,0,4,41,41,34,7,3,32,28,4,34,8,26,33,21,106,47,59,5,26,69,6,550.0027695,15437.21492
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60411,60411005,5,6,506,6041100506,46,35,11,44,29,17,0,26,20,0,0,30,149,149,122,27,50,80,74,39,122,74,48,82,49,274,133,141,43,27,156,48,1614.519373,100058.1029
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,604,60406,60406002,2,46,246,6040600246,10,10,0,10,8,2,0,4,3,2,1,2,10,10,8,2,5,7,8,0,8,4,4,6,4,19,7,12,1,3,11,4,1342.756355,62218.91775
Coimbra,Condeixa-a-Nova,Zambujal,604,60410,60410001,1,21,121,6041000121,4,4,0,4,4,0,0,1,1,2,0,4,4,4,3,1,0,3,3,0,3,2,1,3,0,9,4,5,0,0,6,3,4085.608841,533239.5893
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,9,109,6041200109,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,3,1,2,0,1,2,0,411.1671289,10723.23556
Coimbra,Condeixa-a-Nova,Sebal e Belide,604,60412,60412001,1,10,110,6041200110,24,23,1,24,4,20,1,0,1,18,4,3,38,38,38,0,12,37,36,2,38,13,25,33,25,110,62,48,30,9,66,5,1199.244803,29468.05644
